DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,ITN_Coverage_2000,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,ITN_Coverage_2020,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Incidence_2020,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Malaria_Prevalence_2020,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
LB202200000075,LBGE81FL,LB,2022,75,LB2022MIS,4795.353516,7401.977539,7796.282715,8471.805664,10694.96094,72.46759796,67.13237,86.4930954,68.91507721,70.3640213,27.81805038,26.77906227,27.61091232,29.76886368,29.76840782,9.163585663,9.153386116,9.224782944,9.274262428,9.153385162,2,17.37304878,0.407031059,0.400139242,0.398038715,0.359542698,0.3594082,0,0,0,0,0,43.97745514,13,0,0.073020868,0.050536573,0.447829932,0.652674198,0.558044076,23.70194054,23.48368073,24.33609962,25.38084221,25.65369797,0.768714368,88.23058319,1.350840688,1.622843504,0.819889426,0.457915008,0.352789164,0.228665933,0.216786847,0.28613162,0.514572144,0.325380743,0.168739453,0.165863216,0.269029051,30.85868073,31.3669281,31.57955742,31.29570389,31.29479218,26.25342941,26.76753616,26.94522667,26.6353302,26.69540024,21.69509506,22.21354103,22.35477448,22.02144051,22.14140701,0.039246593,19.5858345,20.18829918,21.06128693,20.99281883,21.53899002,3.301736116,3.39887166,3.414843798,3.396137238,3.408246517,239.2688751,228.1743164,295.3604126,234.0450592,239.8179321,3546.011475,3734.280762,4675.20166,3131.173828,3365.197266,26.50056648,27.08089828,27.27057266,27.38620186,27.03050804,25.88377571,24.80967903,24.62376404,25.42022705,26.30557251,26.01671028,25.72978783,1.6875,856.4303589,1116.747925,1298.084839,1156.311768,1398.206909,10999.76465,13251.52539,17050.07617,20570.72656,24598.11523,514.4458618,619.7579956,797.4116821,962.0682983,1150.424438,14.68344593,14.35120201,15.55290699,14.45298195,14.1691618
LB202200000076,LBGE81FL,LB,2022,76,LB2022MIS,1462.615234,1516.172607,1456.129883,1786.109131,1888.775513,57.13179016,58.23816299,75.07725525,50.80439758,57.23171234,26.643013,25.54829597,26.73470879,27.46842003,27.12677574,12.69388008,12.78372383,13.10507774,13.08502674,12.6677084,NA,271.1513672,0.5055511,0.476256788,0.488223433,0.511484921,0.491426498,0,0,0,0,0,19.55569267,12,0,0.075913548,0.030506704,0.568221271,0.75648737,0.479977429,22.38788223,22.29491997,23.39954185,23.64546013,23.39656067,0.143564194,38.09302139,0.081384368,1.117729425,0.151906729,0.498228967,0.514503062,0.454625219,0.472272635,0.451020986,0.590582073,0.606685638,0.450437695,0.510471821,0.551128685,31.58281326,32.1483078,32.46679688,32.21146011,32.11236954,25.21875,25.73385429,25.88997459,25.64505196,25.75455856,18.88893318,19.36458397,19.36171913,19.12643242,19.44466209,0,18.13274956,19.04154396,20.06437492,19.82250023,19.6663475,3.427343845,3.436718702,3.391015768,3.450911522,3.460416794,195.8102875,200.1481781,254.58815,175.3214874,198.045578,2026.435913,1937.122437,2378.183594,1902.746338,1894.657715,25.49892616,25.66160393,25.55113983,26.08866501,25.42774391,24.81899834,24.21855164,23.58165741,24.81269836,25.95795822,25.90095711,25.06585312,81.27050781,291.3546753,307.0059814,275.2801208,329.027832,333.6408691,1167.821655,1252.544189,1434.787598,1541.150391,1640.70813,54.69710159,58.66524124,67.20095062,72.18264771,76.8456192,13.64536476,14.0000782,15.2380209,12.73348904,13.49544239
LB202200000077,LBGE81FL,LB,2022,77,LB2022MIS,1032.915039,970.3535156,1134.205688,1240.63623,1335.898193,60.41321945,60.71091843,78.24394989,52.74938965,59.77955627,25.80438042,26.11390114,26.84731293,27.00625038,26.82003593,12.18632793,12.35473156,12.70512104,12.57517433,12.2177515,NA,244.640625,0.509716094,0.48932603,0.524750173,0.512254357,0.519443691,0,0,0,0,0,22.67512131,13,0,0.077181146,0.038792565,0.554957092,0.707458615,0.492599875,22.10908508,22.93363571,23.52381325,23.40213585,23.51918411,0.148160398,46.5852356,0.078189611,1.122902751,0.223635882,0.511796653,0.523235142,0.453963995,0.511189878,0.474914193,0.617083013,0.619373679,0.451288939,0.585615635,0.617341578,31.50933266,32.08745575,32.43676376,32.11809921,32.01345444,25.39431381,25.88428879,26.05490494,25.80217171,25.8801651,19.32300377,19.73272514,19.73164177,19.54292679,19.79570389,0,18.41378784,19.75336838,20.20031357,19.79802132,20.21833229,3.386892319,3.412847281,3.366232634,3.407855988,3.421875,204.6130676,207.1970978,263.3873291,179.7623291,204.5581665,2053.708252,1891.747803,2528.350098,1886.499878,1945.249634,25.59390259,25.82701683,25.84133148,26.24334145,25.77604103,25.13238335,24.26137733,23.79024315,24.92179298,25.76788521,26.14680481,24.83882713,96.50878906,193.7021484,196.4844513,211.2985382,228.5436249,235.9784088,903.1044312,968.6224365,1109.555542,1191.808472,1268.798828,42.26882553,45.33532715,51.93154907,55.78130722,59.384758,13.90168381,14.15034676,15.39617634,12.85045147,13.60104179
LB202200000078,LBGE81FL,LB,2022,78,LB2022MIS,429.072113,441.9992676,512.6566162,491.2772827,517.5074463,64.36977386,62.66639709,81.62070465,58.15467072,63.12557602,26.15263557,25.7438755,26.45781136,26.59691048,26.83863831,11.61054707,11.75325584,11.97473907,12.0276041,11.73398495,NA,214.4296875,0.509411335,0.504370868,0.497693211,0.504306793,0.517415226,0,0,0,0,0,22.31199455,13,0,0.07857655,0.039708138,0.4537175,0.699052989,0.505990565,22.0398407,22.7858429,23.25505257,23.4481411,23.29207993,0.120262429,47.84052658,0.10866829,1.000815153,0.272802353,0.512316406,0.504353583,0.436418533,0.490215153,0.471170962,0.614930511,0.57116735,0.426668316,0.534840941,0.581153274,31.11393356,31.67747498,31.96289063,31.71419334,31.63307381,25.28242302,25.77057266,25.94752693,25.67005348,25.73893166,19.50338554,19.92421913,19.98815155,19.68659019,19.89908981,0,17.92704582,19.82781219,20.05229187,20.29937553,19.74552345,3.35546875,3.384375095,3.355989695,3.395963669,3.405208349,215.9907532,212.0865936,273.9182434,197.4911499,214.9557343,2011.501953,1948.939087,2513.815918,1855.251465,2102.632324,25.75558281,25.98417473,26.11149025,26.46161079,25.96943665,25.2814846,24.48887634,23.97164536,25.01717758,26.04540825,26.47730827,25.14305878,149.6201172,82.06291962,88.97865295,94.13027954,89.92688751,90.80143738,651.0062256,698.7159424,800.9361572,860.9180908,917.1882324,30.4670372,32.69984818,37.48374557,40.29089355,42.92433167,14.23505211,14.2577076,15.64274788,13.44510365,13.86145782
LB202200000079,LBGE81FL,LB,2022,79,LB2022MIS,684.9138794,810.4993286,838.7419434,930.4946289,954.5325928,64.59269714,62.58164978,81.440979,59.70478821,63.55200195,25.75125313,26.355896,26.43590736,27.2836113,27.48060036,11.56873608,11.70748043,11.97443581,12.06404877,11.68427372,NA,284.7978516,0.504775465,0.490609765,0.474762738,0.500315547,0.519788086,0,0,0,0,0,30.58646202,13,0,0.084270626,0.036700089,0.42267701,0.719670773,0.514772236,21.91392708,22.73676682,23.1852684,23.60916519,23.91457748,0.132693395,36.59588242,0.089867376,0.859122217,0.240171626,0.502006412,0.481512606,0.395161211,0.444165766,0.438980877,0.590049326,0.517269015,0.372455746,0.462131947,0.500636458,30.94609451,31.53097534,31.83702278,31.59231949,31.49576187,25.13823891,25.64856911,25.82219315,25.53162575,25.6263752,19.37735939,19.82349586,19.86258698,19.52827072,19.8114872,0,18.07660294,19.11763954,19.93462944,19.93472099,20.34855461,3.365639448,3.393460751,3.358752966,3.402517319,3.416073561,217.3957214,212.3683777,273.5401306,203.1465759,217.0983124,2130.836914,2177.268311,2620.127686,2003.502686,2201.498535,25.83202744,26.01652718,26.14381981,26.27627754,25.77409172,25.14481735,24.66560555,23.92424583,24.86258698,26.18293762,26.59285164,25.51459122,89.50878906,152.2747498,164.1159821,184.0267487,171.4109344,168.6124725,690.333374,740.4153442,848.1446533,911.0187988,969.8702393,32.31870651,34.66334915,39.70681381,42.6503334,45.40552902,14.30424786,14.33710766,15.68103313,13.66925335,13.97518826
LB202200000080,LBGE81FL,LB,2022,80,LB2022MIS,632.246521,717.8511963,696.932312,781.4430542,829.4020386,60.88103485,59.64358139,77.94775391,57.49523926,60.86153793,25.60727882,25.45815086,25.86819458,25.92185402,26.96120644,11.99266529,12.16445351,12.54101563,12.44596386,12.05664063,NA,231.5771484,0.519983172,0.474725008,0.487830043,0.484957457,0.512331903,0,0,0,0,0,35.48601151,12,1.374965549,0.082318358,0.03166144,0.482637376,0.768258035,0.514537156,22.02939606,22.42097664,22.89481354,22.99070168,23.25394821,0.152412698,37.2321434,0.119843192,1.065653324,0.263865262,0.523606956,0.507359505,0.445876062,0.467146158,0.452962786,0.647990644,0.583005309,0.436873704,0.502022505,0.534110308,31.09453201,31.72521782,32.08294296,31.7599411,31.67374229,25.08520126,25.61896706,25.78394127,25.50807381,25.61766434,19.10186768,19.56076431,19.54192734,19.31397629,19.61710167,0,18.4515152,19.38380051,19.9214325,20.05954933,19.54669189,3.416710138,3.430382013,3.396744728,3.445052147,3.450651169,208.0128479,204.6002655,264.7686157,198.0740967,210.0119324,2117.29248,2197.293701,2499.230957,1972.710205,2076.054443,26.21966362,26.41623116,26.60032845,26.67597961,25.88710213,25.45932961,25.34843254,24.25969315,25.17401505,26.75480843,26.86398315,26.46094322,135.0839844,133.1042786,145.355896,145.777771,143.9534149,146.5088959,533.1115723,571.7874756,654.9817505,703.536499,748.9846191,24.97153091,26.78315353,30.68006325,32.954422,35.08325958,14.01183987,14.14490032,15.52539063,13.55859375,13.84910583
LB202200000081,LBGE81FL,LB,2022,81,LB2022MIS,2474.820068,3139.056885,3379.001221,2804.865967,2784.682373,59.02204132,58.95031738,76.62287903,53.85128021,58.93257904,27.50565338,26.4494133,26.96266174,28.27683449,27.95015335,12.37495708,12.50125885,12.8399744,12.79457474,12.39131927,NA,256.4853516,0.475605726,0.463261425,0.479360789,0.477822065,0.483555704,0,0,0,0,0,21.80436516,12,0,0.086394571,0.03040354,0.549009383,0.739814222,0.484695107,22.78958702,22.83793449,23.62968063,24.18954277,23.66632462,0.252476901,57.03407669,0.10057129,1.36869359,0.159156576,0.46865648,0.468365788,0.36974144,0.410294563,0.409760118,0.521751344,0.501473904,0.338281363,0.414316267,0.462249815,31.40156364,31.98875999,32.32148361,32.04201508,31.94171143,25.19722176,25.71371651,25.8748703,25.61762238,25.72000885,19.02660751,19.48749924,19.48151207,19.24744034,19.55039024,0.142502546,18.07352257,19.2264576,20.29670143,20.10225105,19.38249588,3.416579962,3.42803812,3.387022495,3.43997407,3.449305534,201.6535187,202.0839539,259.523407,185.2470093,203.276474,1853.771362,1762.063965,2203.855469,1691.147461,1779.926025,25.58530045,25.67520523,25.66845131,26.11515427,25.43824768,24.81922722,24.23516655,23.47792625,24.78857803,25.998909,25.99345207,25.2350235,54.45898438,464.7296753,635.619751,685.5304565,516.697937,491.8974609,914.7955322,981.1617432,1123.919312,1207.237061,1285.223999,43.27993393,46.41978836,53.17379761,57.11564636,60.80529022,13.81807232,14.0391407,15.36489582,13.08203125,13.63207436
LB202200000082,LBGE81FL,LB,2022,82,LB2022MIS,1006.444336,1018.593567,975.0544434,1183.544678,1225.37854,60.50541306,59.57923889,77.84532166,56.01890945,60.20172882,26.65455246,25.69174767,26.32097054,27.06205559,27.69600105,12.14211559,12.28514194,12.62003803,12.58499718,12.19108772,NA,277.0839844,0.512462676,0.473560005,0.503883719,0.498372257,0.518419683,0,0,0,0,0,17.74123955,13,0.005858813,0.087930679,0.033508956,0.538907647,0.744969547,0.497626841,22.45817375,22.37808418,23.22011566,23.56305313,23.52170753,0.149240419,37.93195343,0.085702732,1.047585011,0.199672148,0.505840242,0.506258965,0.451895684,0.47072944,0.451467037,0.607463598,0.58488512,0.447431505,0.508117616,0.543415487,31.27228165,31.86731911,32.20137405,31.9190979,31.8169136,25.18333435,25.69855309,25.86338234,25.59730911,25.69393921,19.1301651,19.58217621,19.58133698,19.33410072,19.62582588,0,18.26179314,19.0644207,20.11926079,20.06405067,19.34741402,3.405989647,3.419531345,3.381785393,3.430454254,3.440277815,206.0808105,203.733078,263.2561951,192.1703033,207.110672,1866.583374,1780.533691,2217.436279,1669.973389,1790.587769,25.5921936,25.6592598,25.7277565,26.07300186,25.41735458,24.84736443,24.27687073,23.47035599,24.73972321,25.99436378,26.08250237,25.31503296,86.55175781,194.9509888,206.2524414,182.5569153,218.0265198,216.4557953,849.803894,911.4550171,1044.070435,1121.468872,1193.915283,39.79502106,42.6820488,48.89222717,52.51667786,55.90923309,13.95151043,14.07364845,15.45827579,13.32063007,13.72897816
LB202200000083,LBGE81FL,LB,2022,83,LB2022MIS,576.6097412,544.5667114,533.7866821,724.1153564,789.3311768,59.6866951,61.14988708,78.03981018,50.15697479,59.31660843,25.68958282,25.35583687,25.91048241,26.64310074,26.88085175,12.13337708,12.32400227,12.62282944,12.37100697,12.17799473,NA,233.4238281,0.526821017,0.527925551,0.516098976,0.509472549,0.528111041,0,0,0,0,0,32.28792953,13,0,0.070289753,0.039704051,0.534790635,0.679210007,0.480145097,22.25325012,22.68066025,23.22893906,23.44212341,23.73867035,0.084155254,50.86094284,0.08079192,1.410090685,0.241118714,0.504644215,0.501173258,0.393365294,0.494396031,0.467273086,0.586419404,0.551645994,0.372847617,0.545617819,0.592615783,31.59631157,32.17165756,32.49874115,32.12556458,32.09366226,25.50455666,25.98255157,26.15542603,25.90946198,25.97686768,19.46293449,19.84765625,19.87591171,19.75455856,19.91566849,0.004887615,18.81691742,20.00548553,20.54739571,20.24114609,20.59648705,3.38446188,3.414930582,3.374913216,3.418098927,3.415625095,202.0073395,208.8226166,263.377594,171.4414978,202.603302,2146.375488,1970.917603,2595.166504,1880.542358,2031.808838,25.63704681,25.96552658,26.01336098,26.35542107,25.95017052,25.29731178,24.31019974,24.00689697,24.92668724,25.71396255,26.21657181,24.78676796,171.3789063,125.6977081,108.7682953,106.7425308,131.4134827,137.2818604,492.4573975,531.2282104,612.0544434,661.272522,708.1386719,23.0430603,24.85722542,28.63924408,30.94225693,33.13521576,13.80911446,14.19756889,15.36647129,12.56079865,13.53020763
LB202200000084,LBGE81FL,LB,2022,84,LB2022MIS,3078.69043,3327.991455,4080.624512,4436.717773,4469.770996,50.18972778,42.10806274,63.25948334,45.72979736,50.8638382,25.67323112,24.30854225,26.39668655,26.43758392,27.02686882,12.47105026,13.12886333,13.30954933,13.07026863,12.73463535,5,482.7294922,0.491856784,0.490554839,0.481282651,0.477499813,0.467857212,0,0,0,0,0,32.56165314,11,0,0.049531385,0.012559299,0.516455829,0.738815725,0.629104078,21.28698921,21.41095543,22.73778725,22.47528839,22.93907928,0.053573426,29.06044769,0.145788461,0.542291462,0.376213729,0.502016366,0.443044066,0.385955513,0.338769555,0.307463855,0.569093585,0.446738273,0.356946915,0.316563457,0.29567939,31.35338593,32.2784729,32.48789215,32.14474869,32.20095444,25.09405327,25.69058228,25.80989647,25.5883255,25.80451393,18.88233566,19.14960861,19.17834282,19.07448006,19.46632004,0,16.90074539,18.51336861,19.07888985,18.51299286,18.85128975,3.75742197,3.798307419,3.669314384,3.800954819,3.810763836,188.5839844,159.9393616,232.118927,173.8168945,193.8300781,2583.144043,2321.538574,2478.499512,2276.621826,2061.540771,23.45182037,25.00326347,26.50151253,25.96790695,26.12163734,24.59038544,23.79360962,22.85828972,24.63694382,26.18994522,25.52312088,24.80242348,140.1025391,577.6166992,609.7352905,713.0425415,738.6712036,713.9260864,2356.990479,2561.843506,2973.893311,3237.136475,3492.412354,110.7314301,120.355423,139.7135315,152.0806885,164.0735626,13.27233028,12.19857597,14.68657494,12.37970066,13.38828945
LB202200000085,LBGE81FL,LB,2022,85,LB2022MIS,2912.767822,2986.555176,3198.532959,3306.05835,3548.576904,49.0807724,41.66558456,63.40410614,45.46956253,49.80743027,25.40910339,24.7654438,26.1750145,26.87142944,27.59706497,12.68791962,13.31645012,13.47818375,13.28395557,12.96038818,5,500.6181641,0.493175238,0.49078536,0.490945548,0.476940483,0.4837026,0,0,0,0,0,30.29023552,11,0,0.046917807,0.01223396,0.500358343,0.734350204,0.610067248,21.54248047,21.78750229,22.31239128,22.79775429,23.32245636,0.051273476,24.6367321,0.121724591,0.510679543,0.315187633,0.523614645,0.47568056,0.450910389,0.401152045,0.352602929,0.62092346,0.501421034,0.444455594,0.398398757,0.36335656,31.26223946,32.17754745,32.37617111,32.07105255,32.12068939,24.89165306,25.49373627,25.6116333,25.40664101,25.61192131,18.57431984,18.86109734,18.89798927,18.78709602,19.16030121,0,17.67585754,18.80956078,18.44976807,18.72407913,19.04784775,3.763469458,3.801866293,3.67553544,3.808188677,3.810763836,184.7139893,158.4069977,233.0440369,173.1566772,189.8043518,2524.235596,2313.506592,2493.930176,2239.192139,1945.13562,23.16607666,24.86980438,26.65341949,26.22292519,26.48501778,24.68210411,23.73270798,22.63816261,24.73140717,26.31905746,25.55173492,24.70617104,126.0185547,513.3977661,547.1793213,536.5070801,550.4271851,566.7900391,2397.172119,2605.517578,3024.591797,3292.322754,3551.950439,112.6555176,122.4467468,142.1412048,154.7232666,166.9245148,13.11053371,12.13579845,14.78516579,12.31236553,13.21905899
LB202200000086,LBGE81FL,LB,2022,86,LB2022MIS,1494.367432,1548.463379,1596.281128,1931.382324,2080.150635,50.98268509,43.61140823,66.00597382,45.84076691,51.54376984,25.59737587,24.30267143,25.48791695,25.49613571,26.84104538,12.68580723,13.32487011,13.50260448,13.26731777,12.93359375,5,507.8164063,0.515611887,0.495953113,0.501380205,0.491661966,0.518457115,0,0,0,0,0,31.63270569,11,0,0.049224988,0.012395533,0.497992873,0.741773546,0.618087649,21.34824944,21.3337822,22.09036446,22.04249001,22.72906876,0.041274622,23.73299599,0.117900833,0.589360178,0.247581616,0.533187032,0.49748531,0.433297306,0.406881571,0.371662468,0.653991163,0.542075396,0.4213126,0.407810688,0.401182204,31.30651093,32.2104187,32.4144516,32.0855484,32.12630081,24.9376297,25.52721405,25.64114571,25.42565155,25.62812614,18.62070274,18.88554764,18.91184998,18.81822968,19.19270897,0,17.09912491,18.36489487,18.69281197,18.5888443,18.61709023,3.714192629,3.749869823,3.618098974,3.749218702,3.757291794,189.3595123,163.5371094,238.8161469,171.8670654,193.664978,2603.623291,2375.374512,2537.30835,2338.750244,2096.283936,23.26125908,24.69674301,26.06452179,25.5665226,25.73739815,24.24880219,23.66608429,22.70888519,24.38320541,26.05297089,25.29797745,24.55948067,170.9189453,269.0289612,283.70047,279.0883484,321.5567627,332.2483215,513.7485352,558.3999634,648.213623,705.5922241,761.2341919,24.13333893,26.23083878,30.44983673,33.14519501,35.75897598,13.27602863,12.39614582,14.89329338,12.27912712,13.33408833
LB202200000087,LBGE81FL,LB,2022,87,LB2022MIS,547.6959229,567.9538574,662.7070313,686.8115845,722.0567017,53.4903717,44.74695206,63.56672287,50.05692291,53.93968582,24.31432152,24.66996193,24.70969582,25.41178131,25.09313011,11.84965324,12.36310768,12.48606777,12.42920971,12.1055994,5,374.5029602,0.482154936,0.449055552,0.475998789,0.452871889,0.475718409,0,0,0,0,0,29.16801453,11,0,0.049768556,0.01413033,0.523685336,0.706068933,0.591484904,20.81640244,21.98708153,22.04943466,22.44963264,21.91078377,0.024525475,23.52608871,0.08360599,0.720517039,0.184753537,0.536730111,0.482535481,0.445905328,0.408840179,0.37325716,0.649864912,0.505513549,0.439963579,0.412475139,0.393794209,31.16223907,32.01150131,32.18949509,31.9217453,31.96927071,25.21796799,25.81002617,25.92530441,25.68910599,25.88676262,19.31258774,19.64839363,19.70343018,19.49253654,19.86367226,0.000937363,17.31848526,19.30420113,19.38916969,19.48748589,18.72843742,3.681206703,3.747395992,3.607161522,3.734591961,3.752821207,196.9091187,167.6845398,229.2954407,186.9421997,202.4259949,2779.315674,2524.293701,2786.687256,2452.70752,2334.46875,24.56618881,25.71507072,26.58336639,26.04331207,25.90059853,24.91760445,24.47001648,23.83872032,24.73086929,26.25552368,25.77061272,25.35146904,229.7597656,100.789238,104.0572128,114.9175262,114.34758,115.3292007,514.071228,558.7506714,648.6207275,706.0353394,761.7122803,24.13333893,26.23083878,30.44983482,33.14519501,35.75897598,13.69037724,12.53222179,14.63381004,13.0324173,13.82020378
LB202200000088,LBGE81FL,LB,2022,88,LB2022MIS,1552.528198,1593.343262,1742.624146,1668.460083,1793.415405,53.19808197,45.08515549,60.75772095,53.00615311,53.81406784,24.79003716,24.93598557,25.34541702,25.3562851,25.6470108,11.55173588,12.12508678,12.14934921,12.13676262,11.82981777,5,262.0136719,0.515338063,0.484948635,0.484559029,0.493895859,0.497111589,0,0,0,0,0,29.0075016,11,0,0.060631651,0.018420296,0.589302778,0.751110315,0.631658316,21.30306053,22.28556061,22.80687904,22.6436348,22.04689789,0.02410749,34.3724823,0.102929354,1.117872596,0.277548909,0.544791698,0.507989049,0.511568844,0.438360035,0.38562575,0.684230745,0.56581378,0.539707124,0.455086559,0.411782086,31.21692657,32.10655212,32.21814346,31.98033905,32.04114532,25.41953087,26.0233078,26.12191963,25.89353371,26.09587669,19.66519165,19.9814682,20.06879425,19.84357834,20.21132851,0,17.81608391,19.63513565,20.26834297,19.9309864,18.44678307,3.711154461,3.788020849,3.64700532,3.759852409,3.787456751,197.4263,170.7835083,221.583725,199.2953186,203.8184509,2795.289307,2428.601074,2770.248779,2355.144043,2288.335938,24.97669983,26.22747421,27.07761002,26.56026077,26.36291504,25.48299599,24.83674622,24.39722633,25.19340515,26.37454987,26.05116653,25.49361992,181.6738281,277.6645203,291.9230957,302.6841736,277.7827148,286.4500427,915.7095337,995.2965698,1155.381104,1257.653198,1356.829834,42.98845673,46.72471237,54.23996353,59.04117966,63.6970787,13.72733021,12.57951355,14.4231329,13.54744339,13.91382408
LB202200000089,LBGE81FL,LB,2022,89,LB2022MIS,758.7251587,815.3952637,735.6470947,1116.34436,1173.517212,50.28240204,43.74890137,68.23791504,45.2004509,50.7385788,25.6378212,24.29984856,26.01346588,26.99414825,27.73599243,13.11914063,13.6832037,13.81441021,13.68051243,13.35651016,NA,571.1757813,0.514296949,0.489552915,0.47926718,0.494657129,0.483467996,0,0,0,0,0,23.23989868,11,0,0.044109859,0.01190134,0.464013338,0.74316746,0.591859341,21.54929161,21.18214607,22.53843117,22.65688515,23.11642265,0.049159437,17.73266602,0.101418212,0.497853756,0.227335945,0.529741049,0.495412648,0.433535635,0.411811531,0.378398687,0.64774853,0.543373227,0.419117808,0.414716542,0.411369562,31.13776016,32.00069427,32.17139816,31.92651939,31.94227409,24.54804802,25.13901901,25.24114609,25.05412292,25.23229218,18.01861954,18.31749153,18.35698891,18.24600601,18.58576393,0,17.46076393,18.0644455,19.06339645,18.31962013,18.49685287,3.685720444,3.712369919,3.578515768,3.714496613,3.713541746,185.3268738,162.4121094,244.1904602,167.8969269,188.4198303,2805.890137,2671.598877,2817.350586,2489.248047,2239.738525,22.85110474,24.37906456,25.76343346,25.44647026,25.48241043,24.05021095,23.47922897,22.70966911,24.10674095,25.53194427,24.71733093,23.7162056,136.9882813,140.0671997,149.391983,131.4272308,185.8607178,187.4379272,418.7769775,455.1741028,528.3847656,575.1563721,620.5123901,19.67836761,21.38867188,24.82884789,27.02665138,29.15793419,13.08248711,12.40496445,15.12065506,12.06627941,13.07547665
LB202200000090,LBGE81FL,LB,2022,90,LB2022MIS,673.2971191,630.9911499,675.678833,793.1222534,830.6174316,53.21316147,51.21344376,68.02468872,49.25951767,53.60902023,25.90267563,24.80324173,25.90854645,25.93800545,26.4215126,13.24742508,13.31633472,13.64202881,13.640481,13.24814796,NA,417.6337891,0.513706088,0.463635534,0.513879001,0.508738101,0.507014334,0,0,0,0,0,36.54932404,12,0,0.05656917,0.015262359,0.42186597,0.77307725,0.466804832,22.00217247,21.62417221,22.73683167,22.83303642,22.92946625,0.037575915,35.41400528,0.111679383,0.842553735,0.236812443,0.514569998,0.490607977,0.458586961,0.40384081,0.399892211,0.619641483,0.550876439,0.457721144,0.404793292,0.434256256,31.40797234,31.98983002,32.29289627,32.03288651,32.00826263,24.76008415,25.30500603,25.44699097,25.19424248,25.3598671,18.16054726,18.67349625,18.65086937,18.39240456,18.76011276,0,18.1016655,18.4451046,19.56511688,19.7280674,19.4374218,3.511892319,3.527864695,3.396990776,3.505642414,3.537109375,186.878891,180.674118,231.0792389,172.6862488,189.6209717,2287.449463,2253.845459,2538.145996,2229.928711,2027.742676,25.00576019,25.55632401,25.46520615,25.44023514,24.8162899,24.05966949,24.56712723,23.99324226,24.26786995,26.08039474,25.38983917,24.44787025,174.3652344,116.7412262,115.6065369,111.7554016,132.0473022,132.668869,247.3857574,268.8867798,312.1348267,339.7644043,366.5577393,11.60428715,12.61285019,14.64151478,15.93755341,17.19436646,13.33123398,13.22056961,14.65260792,12.56748772,13.26178074
